0.004500 0.599853 0.000900
0.009000 0.598433 0.001797
0.013500 0.597391 0.002694
0.018000 0.593444 0.003584
0.022500 0.589903 0.004469
0.027000 0.583655 0.005344
0.031500 0.577727 0.006211
0.036000 0.569331 0.007065
0.040500 0.561208 0.007906
0.045000 0.550883 0.008733
0.049500 0.540817 0.009544
0.054000 0.528832 0.010337
0.058500 0.517114 0.011113
0.063000 0.503760 0.011869
0.067500 0.490689 0.012605
0.072000 0.476254 0.013319
0.076500 0.462122 0.014012
0.081000 0.446884 0.014682
0.085500 0.431973 0.015330
0.090000 0.416201 0.015955
0.094500 0.400787 0.016556
0.099000 0.384745 0.017133
0.103500 0.369087 0.017687
0.108000 0.353021 0.018216
0.112500 0.337363 0.018722
0.117000 0.321499 0.019204
0.121500 0.306075 0.019664
0.126000 0.290617 0.020099
0.130500 0.275647 0.020513
0.135000 0.260780 0.020904
0.139500 0.246461 0.021274
0.144000 0.232335 0.021622
0.148500 0.218816 0.021951
0.153000 0.205540 0.022259
0.157500 0.192924 0.022548
0.162000 0.180570 0.022819
0.166500 0.168923 0.023072
0.171000 0.157535 0.023309
0.175500 0.146894 0.023529
0.180000 0.136503 0.023734
0.184500 0.126883 0.023924
0.189000 0.117500 0.024100
0.193500 0.108898 0.024264
0.198000 0.100522 0.024415
0.202500 0.092914 0.024554
0.207000 0.085525 0.024682
0.211500 0.078875 0.024801
0.216000 0.072437 0.024909
0.220500 0.066697 0.025009
0.225000 0.061158 0.025101
0.229500 0.056267 0.025185
0.234000 0.051496 0.025263
0.238500 0.047389 0.025334
0.243000 0.043447 0.025399
0.247500 0.040059 0.025459
0.252000 0.036801 0.025514
0.256500 0.034065 0.025565
0.261000 0.031414 0.025612
0.265500 0.029263 0.025656
0.270000 0.027145 0.025697
0.274500 0.025510 0.025735
0.279000 0.023855 0.025771
0.283500 0.022666 0.025805
0.288000 0.021405 0.025837
0.292500 0.020595 0.025868
0.297000 0.019660 0.025898
0.301500 0.019161 0.025926
0.306000 0.018486 0.025954
0.310500 0.018232 0.025981
0.315000 0.017751 0.026008
0.319500 0.017682 0.026035
0.324000 0.017333 0.026061
0.328500 0.017389 0.026087
0.333000 0.017122 0.026112
0.337500 0.017252 0.026138
0.342000 0.017025 0.026164
0.346500 0.017193 0.026189
0.351000 0.016980 0.026215
0.355500 0.017164 0.026241
0.360000 0.016949 0.026266
0.364500 0.017136 0.026292
0.369000 0.016910 0.026317
0.373500 0.017089 0.026343
0.378000 0.016844 0.026368
0.382500 0.017005 0.026394
0.387000 0.016735 0.026419
0.391500 0.016866 0.026444
0.396000 0.016564 0.026469
0.400500 0.016652 0.026494
0.405000 0.016316 0.026518
0.409500 0.016350 0.026543
0.414000 0.015978 0.026567
0.418500 0.015950 0.026591
0.423000 0.015545 0.026614
0.427500 0.015449 0.026637
0.432000 0.015015 0.026660
0.436500 0.014852 0.026682
0.441000 0.014396 0.026704
0.445500 0.014171 0.026725
0.450000 0.013698 0.026745
0.454500 0.013419 0.026766
0.459000 0.012852 0.026785
0.463500 0.012531 0.026804
0.468000 0.012037 0.026822
0.472500 0.011685 0.026839
0.477000 0.011192 0.026856
0.481500 0.010822 0.026872
0.486000 0.010340 0.026888
0.490500 0.009970 0.026903
0.495000 0.009508 0.026917
0.499500 0.009151 0.026931
0.504000 0.008716 0.026944
0.508500 0.008388 0.026956
0.513000 0.007985 0.026968
0.517500 0.007698 0.026980
0.522000 0.007330 0.026991
0.526500 0.007090 0.027001
0.531000 0.006753 0.027012
0.535500 0.006560 0.027021
0.540000 0.006248 0.027031
0.544500 0.006100 0.027040
0.549000 0.005804 0.027049
0.553500 0.005695 0.027057
0.558000 0.005412 0.027065
0.562500 0.005337 0.027073
0.567000 0.005066 0.027081
0.571500 0.005025 0.027088
0.576000 0.004768 0.027096
0.580500 0.004769 0.027103
0.585000 0.004531 0.027110
0.589500 0.004583 0.027116
0.594000 0.004370 0.027123
0.598500 0.004480 0.027130
0.603000 0.004292 0.027136
0.607500 0.004464 0.027143
0.612000 0.004298 0.027149
0.616500 0.004526 0.027156
0.621000 0.004377 0.027163
0.625500 0.004648 0.027170
0.630000 0.004508 0.027176
0.634500 0.004809 0.027184
0.639000 0.004670 0.027191
0.643500 0.004988 0.027198
0.648000 0.004840 0.027205
0.652500 0.005162 0.027213
0.657000 0.004999 0.027221
0.661500 0.005315 0.027229
0.666000 0.005132 0.027236
0.670500 0.005433 0.027244
0.675000 0.005228 0.027252
0.679500 0.005510 0.027261
0.684000 0.005264 0.027268
0.688500 0.005523 0.027277
0.693000 0.005268 0.027285
0.697500 0.005502 0.027293
0.702000 0.005224 0.027301
0.706500 0.005435 0.027309
0.711000 0.005139 0.027317
0.715500 0.005328 0.027325
0.720000 0.005023 0.027332
0.724500 0.005196 0.027340
0.729000 0.004888 0.027347
0.733500 0.005049 0.027355
0.738000 0.004743 0.027362
0.742500 0.004896 0.027369
0.747000 0.004593 0.027376
0.751500 0.004739 0.027383
0.756000 0.004437 0.027390
0.760500 0.004578 0.027397
0.765000 0.004274 0.027403
0.769500 0.004408 0.027410
0.774000 0.004099 0.027416
0.778500 0.004222 0.027422
0.783000 0.003905 0.027428
0.787500 0.004015 0.027434
0.792000 0.003688 0.027440
0.796500 0.003788 0.027445
0.801000 0.003455 0.027451
0.805500 0.003553 0.027456
0.810000 0.003216 0.027461
0.814500 0.003320 0.027466
0.819000 0.002978 0.027470
0.823500 0.003093 0.027475
0.828000 0.002739 0.027479
0.832500 0.002863 0.027483
0.837000 0.002490 0.027487
0.841500 0.002621 0.027491
0.846000 0.002224 0.027494
0.850500 0.002357 0.027498
0.855000 0.001934 0.027501
0.859500 0.002068 0.027504
0.864000 0.001622 0.027506
0.868500 0.001754 0.027509
0.873000 0.001293 0.027511
0.877500 0.001421 0.027513
0.882000 0.000951 0.027514
0.886500 0.001076 0.027516
0.891000 0.000604 0.027517
0.895500 0.000732 0.027518
0.900000 0.000266 0.027518
0.904500 0.000407 0.027519
0.909000 -0.000029 0.027519
0.913500 0.000130 0.027519
0.918000 -0.000307 0.027519
0.922500 -0.000123 0.027518
0.927000 -0.000544 0.027518
0.931500 -0.000338 0.027517
0.936000 -0.000747 0.027516
0.940500 -0.000525 0.027515
0.945000 -0.000925 0.027514
0.949500 -0.000695 0.027513
0.954000 -0.001084 0.027511
0.958500 -0.000854 0.027510
0.963000 -0.001230 0.027508
0.967500 -0.001007 0.027507
0.972000 -0.001366 0.027504
0.976500 -0.001156 0.027503
0.981000 -0.001496 0.027500
0.985500 -0.001307 0.027499
0.990000 -0.001629 0.027496
0.994500 -0.001469 0.027494
0.999000 -0.001778 0.027491
1.003500 -0.001653 0.027489
1.008000 -0.001955 0.027486
1.012500 -0.001867 0.027483
1.017000 -0.002166 0.027480
1.021500 -0.002113 0.027477
1.026000 -0.002408 0.027473
1.030500 -0.002382 0.027469
1.035000 -0.002668 0.027465
1.039500 -0.002657 0.027461
1.044000 -0.002929 0.027457
1.048500 -0.002919 0.027453
1.053000 -0.003175 0.027448
1.057500 -0.003151 0.027443
1.062000 -0.003394 0.027438
1.066500 -0.003338 0.027433
1.071000 -0.003572 0.027428
1.075500 -0.003473 0.027422
1.080000 -0.003701 0.027417
1.084500 -0.003551 0.027412
1.089000 -0.003775 0.027406
1.093500 -0.003568 0.027401
1.098000 -0.003787 0.027395
1.102500 -0.003523 0.027390
1.107000 -0.003733 0.027384
1.111500 -0.003411 0.027379
1.116000 -0.003608 0.027373
1.120500 -0.003233 0.027369
1.125000 -0.003414 0.027364
1.129500 -0.002991 0.027359
1.134000 -0.003106 0.027354
1.138500 -0.002637 0.027350
1.143000 -0.002790 0.027346
1.147500 -0.002287 0.027343
1.152000 -0.002432 0.027339
1.156500 -0.001902 0.027336
1.161000 -0.002042 0.027333
1.165500 -0.001496 0.027331
1.170000 -0.001632 0.027329
1.174500 -0.001080 0.027327
1.179000 -0.001216 0.027325
1.183500 -0.000670 0.027324
1.188000 -0.000813 0.027323
1.192500 -0.000288 0.027322
1.197000 -0.000445 0.027322
1.201500 0.000046 0.027322
1.206000 -0.000136 0.027322
1.210500 0.000310 0.027322
1.215000 0.000098 0.027322
1.219500 0.000495 0.027323
1.224000 0.000250 0.027323
1.228500 0.000600 0.027324
1.233000 0.000324 0.027325
1.237500 0.000632 0.027326
1.242000 0.000328 0.027326
1.246500 0.000602 0.027327
1.251000 0.000273 0.027328
1.255500 0.000520 0.027328
1.260000 0.000168 0.027329
1.264500 0.000396 0.027329
1.269000 0.000022 0.027329
1.273500 0.000240 0.027330
1.278000 -0.000154 0.027329
1.282500 0.000058 0.027329
1.287000 -0.000350 0.027329
1.291500 -0.000140 0.027329
1.296000 -0.000554 0.027328
1.300500 -0.000343 0.027327
1.305000 -0.000755 0.027326
1.309500 -0.000543 0.027325
1.314000 -0.000950 0.027324
1.318500 -0.000739 0.027323
1.323000 -0.001140 0.027321
1.327500 -0.000934 0.027320
1.332000 -0.001332 0.027318
1.336500 -0.001135 0.027316
1.341000 -0.001528 0.027314
1.345500 -0.001341 0.027312
1.350000 -0.001722 0.027309
1.354500 -0.001543 0.027307
1.359000 -0.001857 0.027304
1.363500 -0.001683 0.027302
1.368000 -0.002022 0.027298
1.372500 -0.001850 0.027296
1.377000 -0.002167 0.027292
1.381500 -0.001999 0.027289
1.386000 -0.002293 0.027286
1.390500 -0.002133 0.027283
1.395000 -0.002404 0.027279
1.399500 -0.002260 0.027276
1.404000 -0.002509 0.027272
1.408500 -0.002381 0.027268
1.413000 -0.002611 0.027265
1.417500 -0.002499 0.027261
1.422000 -0.002711 0.027257
1.426500 -0.002609 0.027253
1.431000 -0.002805 0.027249
1.435500 -0.002706 0.027245
1.440000 -0.002884 0.027240
1.444500 -0.002782 0.027236
1.449000 -0.002939 0.027232
1.453500 -0.002830 0.027227
1.458000 -0.002961 0.027223
1.462500 -0.002842 0.027219
1.467000 -0.002943 0.027214
1.471500 -0.002812 0.027210
1.476000 -0.002881 0.027206
1.480500 -0.002737 0.027202
1.485000 -0.002772 0.027198
1.489500 -0.002611 0.027194
1.494000 -0.002614 0.027190
1.498500 -0.002435 0.027186
1.503000 -0.002411 0.027182
1.507500 -0.002215 0.027179
1.512000 -0.002171 0.027176
1.516500 -0.001961 0.027173
1.521000 -0.001904 0.027170
1.525500 -0.001681 0.027167
1.530000 -0.001618 0.027165
1.534500 -0.001382 0.027163
1.539000 -0.001320 0.027161
1.543500 -0.001073 0.027159
1.548000 -0.001021 0.027158
1.552500 -0.000766 0.027157
1.557000 -0.000730 0.027156
1.561500 -0.000475 0.027155
