0 0.000000
1 0.000000
2 0.000000
3 0.000000
4 0.000000
5 0.000000
6 0.000001
7 0.000002
8 0.000009
9 0.000031
10 0.000094
11 0.000256
12 0.000634
13 0.001430
14 0.002963
15 0.005663
16 0.010027
17 0.016516
18 0.025385
19 0.036519
20 0.049301
21 0.062604
22 0.074935
23 0.084709
24 0.090592
25 0.091800
26 0.088269
27 0.080641
28 0.070081
29 0.057998
30 0.045754
31 0.034438
32 0.024753
33 0.017002
34 0.011168
35 0.007020
36 0.004225
37 0.002436
38 0.001346
39 0.000713
40 0.000363
41 0.000177
42 0.000083
43 0.000037
44 0.000016
45 0.000007
46 0.000003
47 0.000001
48 0.000000
49 0.000000
50 0.000000
51 0.000000
52 0.000000
53 0.000000
54 0.000000
55 0.000000
56 0.000000
57 0.000000
58 0.000000
59 0.000000
60 0.000000
61 0.000000
62 0.000000
63 0.000000
64 0.000000
65 0.000000
66 0.000000
67 0.000000
68 0.000000
69 0.000000
70 0.000000
71 0.000000
72 0.000000
73 0.000000
74 0.000000
75 0.000000
76 0.000000
77 0.000000
78 0.000000
79 0.000000
80 0.000000
81 0.000000
82 0.000000
83 0.000000
84 0.000000
85 0.000000
86 0.000000
87 0.000000
88 0.000000
89 0.000000
90 0.000000
91 0.000000
92 0.000000
93 0.000000
94 0.000000
95 0.000000
96 0.000000
97 0.000000
98 0.000000
99 0.000000
