2.500000000000000000e-01 -3.200000000000000000e+01 1.024000000000000000e+03 1.600000000000000000e+01 2.560000000000000000e+02
2.999999999999999889e-01 -3.200000000000000000e+01 1.024000000000000000e+03 1.600000000000000000e+01 2.560000000000000000e+02
3.499999999999999778e-01 -3.200000000000000000e+01 1.024000000000000000e+03 1.600000000000000000e+01 2.560000000000000000e+02
3.999999999999999667e-01 -3.200000000000000000e+01 1.024000000000000000e+03 1.600000000000000000e+01 2.560000000000000000e+02
4.499999999999999556e-01 -3.200000000000000000e+01 1.024000000000000000e+03 1.600000000000000000e+01 2.560000000000000000e+02
4.999999999999999445e-01 -3.200000000000000000e+01 1.024000000000000000e+03 1.600000000000000000e+01 2.560000000000000000e+02
5.499999999999999334e-01 -3.200000000000000000e+01 1.024000000000000000e+03 1.600000000000000000e+01 2.560000000000000000e+02
5.999999999999998668e-01 -3.199951815453185588e+01 1.023973016653784043e+03 1.599987953863296397e+01 2.559963861589889405e+02
6.499999999999999112e-01 -3.199927723179778383e+01 1.023959524980675951e+03 1.599981930794944596e+01 2.559945792384833965e+02
6.999999999999999556e-01 -3.199767108023731055e+01 1.023869580493289277e+03 1.599941777005932764e+01 2.559825331017798078e+02
7.499999999999998890e-01 -3.199124647399540322e+01 1.023509802543742580e+03 1.599781161849885081e+01 2.559343485549655099e+02
7.999999999999998224e-01 -3.199510123774054549e+01 1.023725669313470576e+03 1.599877530943513726e+01 2.559632592830541000e+02
8.499999999999998668e-01 -3.199221016493168790e+01 1.023563769236174494e+03 1.599805254123292286e+01 2.559415762369876575e+02
8.999999999999999112e-01 -3.196956342792896777e+01 1.022369756166116190e+03 5.323569270305268830e+00 2.555820392101749690e+02
9.499999999999998446e-01 -3.195707559954626120e+01 1.021624662457211116e+03 -1.268823594366423357e+01 2.556199845407912221e+02
9.999999999999997780e-01 -3.197076804159932450e+01 1.022399630585141040e+03 1.599261170282180800e+01 2.557810815423070494e+02
1.049999999999999822e+00 -3.188626946131874362e+01 1.017796676992396556e+03 1.595232731222593259e+01 2.548408898901717805e+02
1.099999999999999867e+00 -3.183922422879629011e+01 1.015143359065219784e+03 1.595281929791099884e+01 2.546459339269401880e+02
1.149999999999999911e+00 -3.178168384914221534e+01 1.012167320838812657e+03 8.399148739672947173e+00 2.535182147625405378e+02
1.199999999999999734e+00 -3.175739080679000637e+01 1.010685967254585080e+03 2.244235421664976915e+00 2.538369153859281084e+02
1.249999999999999778e+00 -3.174080729192808548e+01 1.009770942710581494e+03 6.983928445947980457e+00 2.537250870835299281e+02
1.299999999999999822e+00 -3.164913619161388070e+01 1.004842466647259016e+03 4.549745525362136611e+00 2.528037583946515099e+02
1.349999999999999645e+00 -3.146005199915677153e+01 9.947890821847676079e+02 -1.579154160434464060e+01 2.506853649477498891e+02
1.399999999999999689e+00 -3.117724886314584865e+01 9.800187518194685481e+02 -3.361173293714928345e+00 2.468435307226678219e+02
1.449999999999999734e+00 -3.127766255210325852e+01 9.851619580757536596e+02 1.133557519985501649e+01 2.484778800265802090e+02
