2.500000000000000000e-01 -1.280000000000000000e+02 1.638400000000000000e+04 6.400000000000000000e+01 4.096000000000000000e+03
7.500000000000000000e-01 -1.280000000000000000e+02 1.638400000000000000e+04 6.400000000000000000e+01 4.096000000000000000e+03
1.250000000000000000e+00 -1.268271568577667239e+02 1.609511944345706615e+04 6.359282993957243946e+01 4.046169826842025032e+03
1.750000000000000000e+00 -1.067969999999999970e+02 1.155519599999999991e+04 -3.450300000000000011e+01 1.642060400000000072e+03
2.250000000000000000e+00 -8.986020000000000607e+01 8.270427999999999884e+03 -1.150510000000000055e+01 8.833641999999999825e+02
2.750000000000000000e+00 -7.626200000000000045e+01 6.114595199999999750e+03 1.106959999999999944e+01 5.467907999999999902e+02
3.250000000000000000e+00 -6.265859999999999985e+01 4.169163999999999760e+03 -2.606599999999999806e+00 3.203147999999999911e+02
3.750000000000000000e+00 -5.049936802683935611e+01 2.808432800187251360e+03 5.010532886010766740e-01 2.523487867675743246e+02
4.250000000000000000e+00 -4.264118419542794669e+01 2.052815320082108428e+03 4.182678209427154181e-01 1.929731108079507464e+02
4.750000000000000000e+00 -3.768699999999999761e+01 1.620242400000000089e+03 6.740000000000000158e-02 2.073063999999999965e+02
